-83.97812784689398	0.0	0.0	1	0
-263.4443616374203	0.0	-0.0	0	1
-83.78500011373391	0.0	1.0	1	0
-263.66372215518544	1.0	-0.0	0	1
-83.59187238057385	0.0	2.0	1	0
-263.88308267295054	2.0	-0.0	0	1
-83.39874464741378	0.0	3.0	1	0
-264.1024431907157	3.0	-0.0	0	1
-83.20561691425371	0.0	4.0	1	0
-264.32180370848084	4.0	-0.0	0	1
-83.01248918109364	0.0	5.0	1	0
-264.54116422624594	5.0	-0.0	0	1
-82.81936144793357	0.0	6.0	1	0
-264.7605247440111	6.0	-0.0	0	1
-82.6262337147735	0.0	7.0	1	0
-264.97988526177625	7.0	-0.0	0	1
-82.43310598161344	0.0	8.0	1	0
-265.19924577954134	8.0	-0.0	0	1
-82.23997824845338	0.0	9.0	1	0
-265.4186062973065	9.0	-0.0	0	1
-82.04685051529331	0.0	10.0	1	0
-265.63796681507165	10.0	-0.0	0	1
-81.85372278213325	0.0	11.0	1	0
-265.85732733283675	11.0	-0.0	0	1
-81.66059504897318	0.0	12.0	1	0
-266.0766878506019	12.0	-0.0	0	1
-81.46746731581311	0.0	13.0	1	0
-266.296048368367	13.0	-0.0	0	1
-81.27433958265304	0.0	14.0	1	0
-266.51540888613215	14.0	-0.0	0	1
-81.08121184949297	0.0	15.0	1	0
-266.7347694038973	15.0	-0.0	0	1
-80.8880841163329	0.0	16.0	1	0
-266.9541299216624	16.0	-0.0	0	1
-80.69495638317284	0.0	17.0	1	0
-267.17349043942755	17.0	-0.0	0	1
-80.50182865001277	0.0	18.0	1	0
-267.3928509571927	18.0	-0.0	0	1
-80.3087009168527	0.0	19.0	1	0
-267.6122114749578	19.0	-0.0	0	1
-84.19748836465912	1.0	0.0	1	0
-263.63748937058034	0.0	-1.0	0	1
-84.00436063149905	1.0	1.0	1	0
-263.8568498883455	1.0	-1.0	0	1
-83.81123289833899	1.0	2.0	1	0
-264.07621040611065	2.0	-1.0	0	1
-83.61810516517892	1.0	3.0	1	0
-264.29557092387574	3.0	-1.0	0	1
-83.42497743201885	1.0	4.0	1	0
-264.5149314416409	4.0	-1.0	0	1
-83.23184969885878	1.0	5.0	1	0
-264.734291959406	5.0	-1.0	0	1
-83.03872196569871	1.0	6.0	1	0
-264.95365247717115	6.0	-1.0	0	1
-82.84559423253864	1.0	7.0	1	0
-265.1730129949363	7.0	-1.0	0	1
-82.65246649937858	1.0	8.0	1	0
-265.3923735127014	8.0	-1.0	0	1
-82.45933876621851	1.0	9.0	1	0
-265.61173403046655	9.0	-1.0	0	1
-82.26621103305844	1.0	10.0	1	0
-265.8310945482317	10.0	-1.0	0	1
-82.07308329989837	1.0	11.0	1	0
-266.0504550659968	11.0	-1.0	0	1
-81.8799555667383	1.0	12.0	1	0
-266.26981558376195	12.0	-1.0	0	1
-81.68682783357823	1.0	13.0	1	0
-266.4891761015271	13.0	-1.0	0	1
-81.49370010041817	1.0	14.0	1	0
-266.7085366192922	14.0	-1.0	0	1
-81.3005723672581	1.0	15.0	1	0
-266.92789713705736	15.0	-1.0	0	1
-81.10744463409804	1.0	16.0	1	0
-267.1472576548225	16.0	-1.0	0	1
-80.91431690093798	1.0	17.0	1	0
-267.3666181725876	17.0	-1.0	0	1
-80.72118916777791	1.0	18.0	1	0
-267.58597869035276	18.0	-1.0	0	1
-80.52806143461784	1.0	19.0	1	0
-267.8053392081179	19.0	-1.0	0	1
-84.41684888242425	2.0	0.0	1	0
-263.8306171037404	0.0	-2.0	0	1
-84.22372114926418	2.0	1.0	1	0
-264.04997762150555	1.0	-2.0	0	1
-84.03059341610411	2.0	2.0	1	0
-264.2693381392707	2.0	-2.0	0	1
-83.83746568294404	2.0	3.0	1	0
-264.4886986570358	3.0	-2.0	0	1
-83.64433794978397	2.0	4.0	1	0
-264.70805917480095	4.0	-2.0	0	1
-83.4512102166239	2.0	5.0	1	0
-264.9274196925661	5.0	-2.0	0	1
-83.25808248346385	2.0	6.0	1	0
-265.1467802103312	6.0	-2.0	0	1
-83.06495475030378	2.0	7.0	1	0
-265.36614072809635	7.0	-2.0	0	1
-82.87182701714372	2.0	8.0	1	0
-265.5855012458615	8.0	-2.0	0	1
-82.67869928398365	2.0	9.0	1	0
-265.8048617636266	9.0	-2.0	0	1
-82.48557155082358	2.0	10.0	1	0
-266.02422228139176	10.0	-2.0	0	1
-82.29244381766351	2.0	11.0	1	0
-266.2435827991569	11.0	-2.0	0	1
-82.09931608450344	2.0	12.0	1	0
-266.462943316922	12.0	-2.0	0	1
-81.90618835134337	2.0	13.0	1	0
-266.68230383468716	13.0	-2.0	0	1
-81.7130606181833	2.0	14.0	1	0
-266.9016643524523	14.0	-2.0	0	1
-81.51993288502324	2.0	15.0	1	0
-267.1210248702174	15.0	-2.0	0	1
-81.32680515186317	2.0	16.0	1	0
-267.34038538798256	16.0	-2.0	0	1
-81.1336774187031	2.0	17.0	1	0
-267.5597459057477	17.0	-2.0	0	1
-80.94054968554303	2.0	18.0	1	0
-267.7791064235128	18.0	-2.0	0	1
-80.74742195238296	2.0	19.0	1	0
-267.99846694127797	19.0	-2.0	0	1
-84.63620940018939	3.0	0.0	1	0
-264.0237448369005	0.0	-3.0	0	1
-84.44308166702932	3.0	1.0	1	0
-264.2431053546656	1.0	-3.0	0	1
-84.24995393386925	3.0	2.0	1	0
-264.46246587243076	2.0	-3.0	0	1
-84.05682620070918	3.0	3.0	1	0
